pS	pS	0.000000
pS	pP	0.007214
pS	gS	0.000000
pS	gP	0.060670
pS	pC	0.005169
pS	gF	0.745526
pS	gE	0.027898
pS	pF	0.013637
pS	pE	0.005757
pS	gC	0.132073
pP	pS	0.006544
pP	pP	0.000000
pP	gS	0.286747
pP	gP	0.000000
pP	pC	0.002893
pP	gF	0.039230
pP	gE	0.159399
pP	pF	0.008928
pP	pE	0.006083
pP	gC	0.034092
gS	pS	0.681424
gS	pP	0.032103
gS	gS	0.000000
gS	gP	0.001747
gS	pC	0.001592
gS	gF	0.012454
gS	gE	0.003677
gS	pF	0.072128
gS	pE	0.001458
gS	gC	0.002875
gP	pS	0.031004
gP	pP	0.870139
gP	gS	0.005198
gP	gP	0.000000
gP	pC	0.048448
gP	gF	0.008490
gP	gE	0.005627
gP	pF	0.003615
gP	pE	0.314783
gP	gC	0.002585
pC	pS	0.004781
pC	pP	0.000843
pC	gS	0.225641
pC	gP	0.166995
pC	pC	0.000000
pC	gF	0.055755
pC	gE	0.200107
pC	pF	0.000278
pC	pE	0.001676
pC	gC	0.000000
gF	pS	0.000000
gF	pP	0.056712
gF	gS	0.000000
gF	gP	0.010018
gF	pC	0.130231
gF	gF	0.000000
gF	gE	0.008463
gF	pF	0.791444
gF	pE	0.025148
gF	gC	0.010580
gE	pS	0.089814
gE	pP	0.366781
gE	gS	0.005734
gE	gP	0.000208
gE	pC	0.119063
gE	gF	0.000741
gE	gE	0.000000
gE	pF	0.017060
gE	pE	0.574680
gE	gC	0.003223
pF	pS	0.000000
pF	pP	0.009349
pF	gS	0.022374
pF	gP	0.825544
pF	pC	0.010124
pF	gF	0.000000
pF	gE	0.348650
pF	pF	0.000000
pF	pE	0.007518
pF	gC	0.044733
pE	pS	0.007114
pE	pP	0.001669
pE	gS	0.611597
pE	gP	0.013536
pE	pC	0.002825
pE	gF	0.078410
pE	gE	0.000000
pE	pF	0.000729
pE	pE	0.000000
pE	gC	0.004320
gC	pS	0.065381
gC	pP	0.155836
gC	gS	0.002654
gC	gP	0.000691
gC	pC	0.277062
gC	gF	0.000296
gC	gE	0.001935
gC	pF	0.169109
gC	pE	0.212781
gC	gC	0.000000
