pS	pS	0.000000
pS	pP	0.005492
pS	gS	0.100886
pS	gP	0.081325
pS	pC	0.004402
pS	gF	0.864286
pS	gE	0.075256
pS	pF	0.012212
pS	pE	0.003972
pS	gC	0.235170
pP	pS	0.005983
pP	pP	0.000000
pP	gS	0.239649
pP	gP	0.052562
pP	pC	0.002935
pP	gF	0.057731
pP	gE	0.311974
pP	pF	0.006571
pP	pE	0.005245
pP	gC	0.173890
gS	pS	0.837973
gS	pP	0.072610
gS	gS	0.000000
gS	gP	0.006039
gS	pC	0.112364
gS	gF	0.012865
gS	gE	0.003253
gS	pF	0.089225
gS	pE	0.109752
gS	gC	0.002338
gP	pS	0.071629
gP	pP	0.943188
gP	gS	0.006684
gP	gP	0.000000
gP	pC	0.148958
gP	gF	0.007861
gP	gE	0.003894
gP	pF	0.064690
gP	pE	0.288071
gP	gC	0.000754
pC	pS	0.011590
pC	pP	0.006853
pC	gS	0.370739
pC	gP	0.265494
pC	pC	0.000000
pC	gF	0.101019
pC	gE	0.229002
pC	pF	0.004469
pC	pE	0.003130
pC	gC	0.202847
gF	pS	0.085909
gF	pP	0.066246
gF	gS	0.005905
gF	gP	0.013200
gF	pC	0.187333
gF	gF	0.000000
gF	gE	0.005716
gF	pF	0.888465
gF	pE	0.063640
gF	gC	0.001312
gE	pS	0.113891
gE	pP	0.283363
gE	gS	0.007945
gE	gP	0.007813
gE	pC	0.280464
gE	gF	0.004803
gE	gE	0.000000
gE	pF	0.063257
gE	pE	0.745679
gE	gC	0.000040
pF	pS	0.005663
pF	pP	0.011306
pF	gS	0.056384
pF	gP	0.783027
pF	pC	0.004027
pF	gF	0.071765
pF	gE	0.380888
pF	pF	0.000000
pF	pE	0.005892
pF	gC	0.209042
pE	pS	0.008573
pE	pP	0.006985
pE	gS	0.667459
pE	gP	0.062068
pE	pC	0.002840
pE	gF	0.098387
pE	gE	0.126852
pE	pF	0.004695
pE	pE	0.000000
pE	gC	0.132212
gC	pS	0.117825
gC	pP	0.145241
gC	gS	0.010532
gC	gP	0.007710
gC	pC	0.573039
gC	gF	0.003160
gC	gE	0.000361
gC	pF	0.183298
gC	pE	0.279614
gC	gC	0.000000
